交易年,消费大区,业务中类,首购订单数,复购订单数,唤醒订单数,会员数,作品数,款数,交易金额,交易件数,订单数,吊牌价均值,吊牌价标准差,吊牌价最小值,吊牌价10分位,吊牌价25分位,吊牌价中位数,吊牌价75分位,吊牌价90分位,吊牌价最大值,成交价均值,成交价标准差
2023,可隆-华南,三合一夹克,970,1348,333,2006,4600,2883,13407651.3,4600,2651,4138.87,635.15,2932.08,3344.93,3726.02,4138.87,4551.72,4932.81,5472.69,2758.14,379.6
2023,可隆-华南,其他,377,331,154,806,1399,674,279941.89,1399,862,274.53,82.21,118.33,171.77,221.1,274.53,327.97,377.3,447.18,192.66,30.06
2023,可隆-华南,卫衣,851,1187,308,2103,3941,1395,3525014.26,3941,2346,1137.04,263.0,637.33,808.28,966.09,1137.04,1307.99,1465.79,1689.34,875.1,164.43
2023,可隆-华南,抓绒夹克,592,483,128,1008,1624,640,1940907.69,1624,1203,1780.51,416.2,989.73,1260.26,1509.98,1780.51,2051.04,2300.76,2654.53,1189.18,307.9
2023,可隆-华南,棉服,665,599,321,1168,1963,1315,4709596.95,1963,1585,3270.9,763.63,1820.01,2316.37,2774.54,3270.9,3767.26,4225.43,4874.52,2600.08,433.68
2023,可隆-华南,短袖T恤,1312,1729,371,2972,5691,3951,2263000.81,5691,3412,686.2,103.15,490.22,557.27,619.15,686.2,753.24,815.13,902.81,404.69,103.62
2023,可隆-华南,短裤,903,887,269,1728,3165,1433,1467039.76,3165,2059,730.53,153.16,439.51,539.07,630.97,730.53,830.08,921.98,1052.17,470.15,118.11
2023,可隆-华南,羽绒服,804,1562,289,2195,4350,2902,12156812.42,4350,2655,4208.59,807.53,2674.29,3199.19,3683.7,4208.59,4733.49,5218.0,5904.4,2804.97,673.79
2023,可隆-华南,衬衫,267,461,80,771,1301,645,776127.27,1301,808,1094.46,190.23,733.02,856.67,970.81,1094.46,1218.11,1332.25,1493.95,590.2,74.64
2023,可隆-华南,软壳夹克,1079,1692,92,3122,4590,2367,7317740.72,4590,2863,2516.21,529.83,1509.53,1853.92,2171.82,2516.21,2860.6,3178.5,3628.86,1589.07,407.87
2023,可隆-华南,连衣裙,164,206,13,333,684,475,730001.54,684,383,1502.48,473.59,602.67,910.5,1194.65,1502.48,1810.31,2094.47,2497.02,1021.82,255.4
2023,可隆-华南,配件,1171,1550,355,2333,4318,2733,1737209.15,4318,3076,526.39,100.04,336.31,401.33,461.36,526.39,591.41,651.44,736.47,394.8,107.96
2023,可隆-华南,针织夹克,666,953,246,1559,2861,2135,2088628.41,2861,1865,1249.52,175.16,916.72,1030.57,1135.67,1249.52,1363.37,1468.46,1617.34,751.99,94.46
2023,可隆-华南,长袖T恤,2297,1255,664,3226,9005,6554,6661539.18,9005,4216,941.79,248.02,470.56,631.77,780.58,941.79,1103.0,1251.81,1462.63,714.61,148.52
2023,可隆-华南,长裤,912,1283,329,2098,4233,2426,3882035.48,4233,2524,1238.58,356.57,561.09,792.86,1006.8,1238.58,1470.35,1684.3,1987.39,898.21,188.63
2023,可隆-华南,防水夹克,1461,1941,797,3281,6213,2995,15419943.51,6213,4199,3575.7,884.48,1895.19,2470.1,3000.79,3575.7,4150.61,4681.3,5433.1,2362.67,402.49
2023,可隆-华南,防风夹克,1263,1672,344,2477,4987,2073,8944822.46,4987,3279,2308.99,330.11,1681.78,1896.35,2094.42,2308.99,2523.56,2721.63,3002.23,1843.24,360.83
2023,可隆-华南,鞋,506,870,115,1560,2142,1458,3370881.48,2142,1491,1992.68,477.21,1085.98,1396.17,1682.49,1992.68,2302.86,2589.19,2994.81,1527.79,289.02
2023,可隆-华南,马夹,521,550,194,1163,2238,1451,2358238.69,2238,1265,1640.82,451.14,783.64,1076.89,1347.57,1640.82,1934.06,2204.75,2588.22,1017.62,232.24
2023,可隆-华西,POLO,1084,1269,302,2154,4068,2382,3351871.28,4068,2655,922.75,228.65,488.31,636.94,774.13,922.75,1071.38,1208.57,1402.92,782.9,146.02
2023,可隆-华西,三合一夹克,977,741,218,1434,3182,2177,8942227.57,3182,1936,4378.13,831.64,2798.03,3338.59,3837.57,4378.13,4918.7,5417.68,6124.57,2684.42,515.8
2023,可隆-华西,其他,206,213,70,527,653,317,151256.4,653,489,353.29,99.7,163.86,228.66,288.48,353.29,418.09,477.91,562.65,224.77,45.41
2023,可隆-华西,卫衣,1258,1479,233,2383,3947,1587,3667112.85,3947,2970,1132.43,247.89,661.45,822.58,971.31,1132.43,1293.56,1442.29,1652.99,912.81,151.43
2023,可隆-华西,抓绒夹克,728,831,336,1562,3285,2092,4657179.61,3285,1895,1810.02,419.81,1012.38,1285.26,1537.15,1810.02,2082.9,2334.78,2691.62,1393.47,187.31
2023,可隆-华西,棉服,605,784,158,1483,2519,1645,5552723.99,2519,1547,2583.48,689.28,1273.85,1721.88,2135.45,2583.48,3031.51,3445.08,4030.97,1948.46,258.21
2023,可隆-华西,短袖T恤,1224,1285,137,2035,4060,2649,2344769.1,4060,2646,745.53,128.05,502.23,585.46,662.29,745.53,828.77,905.6,1014.44,561.22,72.0
2023,可隆-华西,短裤,483,535,127,990,1932,688,1116925.45,1932,1145,809.52,173.84,479.21,592.21,696.52,809.52,922.52,1026.82,1174.59,564.83,92.5
2023,可隆-华西,羽绒服,945,1522,265,2878,5003,1829,16642533.85,5003,2732,3913.71,981.26,2049.31,2687.13,3275.89,3913.71,4551.53,5140.29,5974.36,3574.88,647.14
2023,可隆-华西,衬衫,554,1045,74,1367,2699,1355,1972891.99,2699,1673,1155.2,205.65,764.47,898.14,1021.53,1155.2,1288.87,1412.26,1587.06,708.13,99.55
2023,可隆-华西,软壳夹克,915,1569,506,2369,5115,2673,9769806.09,5115,2990,2878.6,669.82,1605.94,2041.33,2443.22,2878.6,3313.98,3715.87,4285.22,1922.26,492.42
2023,可隆-华西,连衣裙,67,137,42,228,358,225,315325.01,358,246,1477.64,240.88,1019.96,1176.53,1321.06,1477.64,1634.21,1778.74,1983.49,938.35,165.0
2023,可隆-华西,配件,764,1025,127,1960,3601,1501,988662.55,3601,1916,416.59,101.33,224.06,289.93,350.72,416.59,482.45,543.25,629.38,278.37,59.2
2023,可隆-华西,针织夹克,890,620,130,1359,2355,874,2481307.12,2355,1640,1378.62,334.83,742.44,960.08,1160.98,1378.62,1596.25,1797.15,2081.76,987.13,162.39
2023,可隆-华西,长袖T恤,1234,1359,259,2406,4346,2590,2337350.07,4346,2852,771.57,199.13,393.21,522.65,642.13,771.57,901.0,1020.48,1189.74,498.71,85.98
2023,可隆-华西,长裤,941,1177,450,1837,4389,1814,4187599.16,4389,2568,1205.37,237.67,753.79,908.28,1050.89,1205.37,1359.86,1502.46,1704.49,915.18,121.97
2023,可隆-华西,防水夹克,2253,2044,535,3843,7423,4912,19270095.1,7423,4832,3580.78,752.97,2150.14,2639.57,3091.35,3580.78,4070.2,4521.98,5162.01,2760.3,545.09
2023,可隆-华西,防风夹克,869,1102,310,2029,3733,1697,5238489.54,3733,2281,2363.53,528.55,1359.28,1702.84,2019.97,2363.53,2707.09,3024.22,3473.49,1402.62,245.47
2023,可隆-华西,鞋,731,516,223,1251,2493,1116,3360413.88,2493,1470,2048.43,445.34,1202.29,1491.76,1758.96,2048.43,2337.9,2605.11,2983.64,1379.92,360.62
2023,可隆-华西,马夹,728,663,141,1250,2347,1753,2939226.82,2347,1532,1956.13,579.34,855.38,1231.96,1579.56,1956.13,2332.71,2680.31,3172.76,1310.21,316.2
2023,可隆-安徽,POLO,416,876,203,1577,2243,982,1799347.77,2243,1495,1046.98,220.26,628.49,771.66,903.81,1046.98,1190.14,1322.3,1509.51,779.21,168.79
2023,可隆-安徽,三合一夹克,503,790,269,1366,2290,1680,7303767.28,2290,1562,4132.73,1064.07,2111.0,2802.65,3441.09,4132.73,4824.38,5462.82,6367.27,3226.1,701.03
2023,可隆-安徽,其他,127,196,32,347,471,353,73110.29,471,355,236.83,53.05,136.03,170.51,202.34,236.83,271.31,303.14,348.24,150.5,41.91
2023,可隆-安徽,卫衣,1069,1224,390,2205,4358,2464,4329154.45,4358,2683,1120.54,311.88,527.96,730.69,917.81,1120.54,1323.26,1510.39,1775.49,869.66,191.71
2023,可隆-安徽,抓绒夹克,675,466,174,1049,2082,860,2054474.78,2082,1315,1542.96,241.11,1084.85,1241.57,1386.24,1542.96,1699.68,1844.35,2049.29,1050.43,209.74
2023,可隆-安徽,棉服,471,522,169,918,1518,966,2856991.82,1518,1162,2839.69,571.17,1754.46,2125.73,2468.43,2839.69,3210.96,3553.66,4039.16,1676.96,249.63
2023,可隆-安徽,短袖T恤,1170,1019,386,2293,3446,1983,2188910.23,3446,2575,788.75,245.2,322.88,482.26,629.38,788.75,948.13,1095.25,1303.66,602.36,103.52
2023,可隆-安徽,短裤,443,711,95,986,1976,940,1273080.52,1976,1249,885.56,159.32,582.86,686.41,782.0,885.56,989.12,1084.71,1220.13,693.58,104.69
2023,可隆-安徽,羽绒服,639,1045,208,1423,2740,1908,7767974.46,2740,1892,3579.65,830.6,2001.5,2541.4,3039.76,3579.65,4119.54,4617.91,5323.92,2629.85,515.25
2023,可隆-安徽,衬衫,382,532,203,987,1910,863,1179893.22,1910,1117,953.76,279.35,423.0,604.58,772.19,953.76,1135.34,1302.95,1540.39,673.64,180.96
2023,可隆-安徽,软壳夹克,560,1999,337,1885,5027,3532,8951811.32,5027,2896,2410.25,601.34,1267.7,1658.57,2019.38,2410.25,2801.13,3161.93,3673.07,1849.36,274.54
2023,可隆-安徽,连衣裙,112,68,50,206,309,129,255203.37,309,230,1198.02,299.74,628.5,823.34,1003.18,1198.02,1392.85,1572.69,1827.48,839.18,136.12
2023,可隆-安徽,配件,248,509,104,764,1422,1060,388925.62,1422,861,374.09,57.01,265.76,302.82,337.03,374.09,411.14,445.35,493.81,290.71,62.48
2023,可隆-安徽,针织夹克,369,656,128,946,2026,825,1477782.9,2026,1153,1107.42,181.65,762.29,880.36,989.35,1107.42,1225.49,1334.48,1488.88,723.65,109.11
2023,可隆-安徽,长袖T恤,963,771,178,1710,2475,1332,1249014.37,2475,1912,838.63,211.14,437.47,574.71,701.39,838.63,975.87,1102.56,1282.03,489.2,91.09
2023,可隆-安徽,长裤,411,1140,242,1909,2528,1848,3113492.17,2528,1793,1514.23,324.37,897.92,1108.76,1303.39,1514.23,1725.07,1919.69,2195.41,1311.31,157.76
2023,可隆-安徽,防水夹克,821,1420,398,2132,4386,1776,10776585.21,4386,2639,3280.89,930.69,1512.58,2117.52,2675.94,3280.89,3885.83,4444.25,5235.33,2374.36,500.61
2023,可隆-安徽,防风夹克,613,796,103,1241,2256,1235,4830985.67,2256,1512,2703.83,405.19,1933.96,2197.34,2440.45,2703.83,2967.21,3210.32,3554.74,2016.78,286.99
2023,可隆-安徽,鞋,606,885,178,1455,2894,2081,4531587.07,2894,1669,2245.74,664.81,982.6,1414.73,1813.61,2245.74,2677.87,3076.75,3641.84,1659.2,290.96
2023,可隆-安徽,马夹,441,334,117,711,1387,761,1683251.38,1387,892,1845.51,427.84,1032.6,1310.7,1567.41,1845.51,2123.61,2380.31,2743.98,1303.73,163.96
2023,可隆-山西,POLO,863,1035,234,1670,3666,1944,2541061.03,3666,2132,1008.88,245.48,542.47,702.03,849.32,1008.88,1168.44,1315.72,1524.38,705.76,102.33
2023,可隆-山西,三合一夹克,349,667,89,1058,1623,1159,3717921.44,1623,1105,3808.88,726.11,2429.26,2901.24,3336.9,3808.88,4280.85,4716.51,5333.71,2265.91,523.96
2023,可隆-山西,其他,284,218,69,456,960,380,198861.52,960,571,282.64,57.72,172.98,210.5,245.13,282.64,320.16,354.79,403.85,215.88,41.43
2023,可隆-山西,卫衣,706,639,274,1380,2939,1334,2072041.31,2939,1619,987.24,302.53,412.44,609.08,790.6,987.24,1183.88,1365.4,1622.54,706.43,139.09
2023,可隆-山西,抓绒夹克,327,660,53,926,1784,1141,2547652.34,1784,1040,2048.31,468.62,1157.93,1462.53,1743.71,2048.31,2352.91,2634.09,3032.41,1484.88,197.38
2023,可隆-山西,棉服,356,647,104,868,1550,678,3601528.68,1550,1107,2993.1,599.23,1854.57,2244.07,2603.6,2993.1,3382.6,3742.14,4251.48,2333.86,337.13
2023,可隆-山西,短袖T恤,691,694,279,1567,2714,1059,1256335.2,2714,1664,689.27,105.58,488.66,557.29,620.64,689.27,757.9,821.25,910.99,479.46,71.2
2023,可隆-山西,短裤,641,207,128,863,1792,642,980890.49,1792,976,684.13,128.21,440.54,523.87,600.8,684.13,767.47,844.39,953.37,497.74,127.78
2023,可隆-山西,羽绒服,474,710,198,1099,2003,1109,6548438.74,2003,1382,3652.38,792.34,2146.94,2661.96,3137.36,3652.38,4167.4,4642.8,5316.29,3272.19,659.85
2023,可隆-山西,衬衫,503,416,143,875,1809,1191,1676782.61,1809,1062,1270.56,251.43,792.84,956.27,1107.13,1270.56,1433.99,1584.85,1798.57,932.18,235.32
2023,可隆-山西,软壳夹克,658,782,228,1555,2613,1395,3616181.0,2613,1668,2578.0,548.46,1535.92,1892.42,2221.5,2578.0,2934.51,3263.59,3729.78,1399.28,288.03
2023,可隆-山西,连衣裙,128,125,25,227,436,183,424893.87,436,278,1357.87,379.04,637.71,884.08,1111.5,1357.87,1604.25,1831.67,2153.85,911.5,119.18
2023,可隆-山西,配件,311,650,30,887,1495,957,505270.37,1495,991,400.72,103.27,204.5,271.63,333.6,400.72,467.85,529.81,617.6,324.03,85.48
2023,可隆-山西,针织夹克,386,458,131,971,1270,640,1054150.93,1270,975,1334.2,378.48,615.08,861.09,1088.18,1334.2,1580.21,1807.3,2129.01,857.65,224.64
2023,可隆-山西,长袖T恤,690,1045,72,1671,3175,2322,1877566.77,3175,1807,849.06,248.72,376.49,538.15,687.39,849.06,1010.72,1159.96,1371.37,555.02,92.62
2023,可隆-山西,长裤,703,1291,150,1768,3733,2290,4974445.43,3733,2144,1383.21,419.02,587.07,859.43,1110.84,1383.21,1655.57,1906.99,2263.15,1243.65,207.95
2023,可隆-山西,防水夹克,1403,1471,564,2792,5561,3161,14987763.95,5561,3438,3545.52,722.97,2171.88,2641.81,3075.59,3545.52,4015.45,4449.24,5063.76,2686.01,597.53
2023,可隆-山西,防风夹克,874,819,270,1705,3301,1295,5780665.43,3301,1963,2436.92,431.11,1617.81,1898.03,2156.7,2436.92,2717.15,2975.81,3342.26,1602.89,399.11
2023,可隆-山西,鞋,546,811,90,1372,2247,1016,3256644.91,2247,1447,2167.28,452.83,1306.9,1601.24,1872.94,2167.28,2461.62,2733.31,3118.22,1462.27,286.47
2023,可隆-山西,马夹,361,559,153,873,1863,988,2875433.5,1863,1073,2022.0,613.45,856.46,1255.19,1623.26,2022.0,2420.74,2788.81,3310.24,1551.08,203.77
2023,可隆-新疆,POLO,407,427,85,879,1161,630,596386.27,1161,919,841.96,198.17,465.44,594.25,713.15,841.96,970.76,1089.66,1258.1,545.83,97.3
2023,可隆-新疆,三合一夹克,220,1087,113,925,2395,1585,6513091.82,2395,1420,3781.94,672.04,2505.06,2941.88,3345.11,3781.94,4218.77,4621.99,5193.23,2710.31,423.09
2023,可隆-新疆,其他,95,151,36,182,461,181,131618.14,461,282,343.37,101.22,151.06,216.85,277.58,343.37,409.16,469.89,555.93,280.35,71.57
2023,可隆-新疆,卫衣,555,509,195,1111,2064,1091,2475783.67,2064,1259,1327.5,306.9,744.38,943.87,1128.01,1327.5,1526.98,1711.13,1972.0,1156.56,166.29
2023,可隆-新疆,抓绒夹克,260,227,88,490,880,541,1049722.63,880,575,1682.87,317.83,1079.0,1285.59,1476.28,1682.87,1889.46,2080.15,2350.3,1197.56,292.24
2023,可隆-新疆,棉服,375,544,28,834,1608,1134,3396179.61,1608,947,2838.14,510.18,1868.8,2200.41,2506.52,2838.14,3169.75,3475.86,3909.51,2205.8,443.41
2023,可隆-新疆,短袖T恤,471,773,132,999,2022,1062,1189120.98,2022,1376,820.26,250.96,343.43,506.56,657.13,820.26,983.38,1133.96,1347.27,589.34,118.56
2023,可隆-新疆,短裤,122,125,32,210,397,165,258590.29,397,279,845.85,180.53,502.85,620.19,728.5,845.85,963.19,1071.5,1224.95,666.27,121.49
2023,可隆-新疆,羽绒服,336,584,97,928,1477,859,2794220.62,1477,1017,3184.26,786.66,1689.61,2200.93,2672.93,3184.26,3695.59,4167.59,4836.25,1910.45,362.6
2023,可隆-新疆,衬衫,167,430,70,532,970,463,1102796.65,970,667,1349.55,423.83,544.28,819.77,1074.06,1349.55,1625.04,1879.33,2239.59,1067.3,276.31
2023,可隆-新疆,软壳夹克,569,372,172,982,1816,835,2286801.89,1816,1113,2636.22,786.14,1142.55,1653.55,2125.23,2636.22,3147.21,3618.9,4287.12,1319.04,247.97
2023,可隆-新疆,连衣裙,96,87,17,164,318,139,252190.49,318,200,1289.84,208.83,893.06,1028.8,1154.1,1289.84,1425.58,1550.88,1728.39,792.58,181.66
2023,可隆-新疆,配件,389,624,85,898,1670,668,535775.57,1670,1098,414.1,112.49,200.37,273.49,340.98,414.1,487.22,554.71,650.33,288.49,71.8
2023,可隆-新疆,针织夹克,122,182,50,295,577,396,730679.27,577,354,1622.38,281.9,1086.77,1270.01,1439.15,1622.38,1805.61,1974.75,2214.36,1217.7,239.49
2023,可隆-新疆,长袖T恤,592,789,116,1110,2058,1474,1424597.5,2058,1497,865.0,184.94,513.61,633.82,744.79,865.0,985.21,1096.18,1253.38,629.55,107.42
2023,可隆-新疆,长裤,568,876,129,1202,2606,990,2459830.44,2606,1573,1295.56,285.52,753.07,938.66,1109.97,1295.56,1481.15,1652.46,1895.16,947.88,114.66
2023,可隆-新疆,防水夹克,819,867,275,1426,2496,1219,6499683.97,2496,1961,3067.98,665.82,1802.93,2235.71,2635.2,3067.98,3500.76,3900.25,4466.19,2417.2,354.79
2023,可隆-新疆,防风夹克,277,612,47,724,1521,870,2517647.42,1521,936,2509.14,615.25,1340.16,1740.07,2109.22,2509.14,2909.05,3278.2,3801.17,1519.63,308.62
2023,可隆-新疆,鞋,366,644,132,931,1952,1241,3434813.92,1952,1142,2181.41,517.65,1197.87,1534.34,1844.93,2181.41,2517.89,2828.48,3268.48,1758.94,366.53
2023,可隆-新疆,马夹,288,275,94,532,997,468,1371031.04,997,657,1762.05,534.98,745.58,1093.32,1414.31,1762.05,2109.79,2430.78,2885.51,1346.45,289.46
2023,可隆-电商,POLO,1373,2050,319,2791,6122,3811,5432735.28,6122,3742,1012.37,243.39,549.92,708.13,854.17,1012.37,1170.58,1316.62,1523.5,838.91,197.87
2023,可隆-电商,三合一夹克,1354,1020,314,1998,3989,2084,11212479.22,3989,2688,4292.53,689.24,2982.97,3430.98,3844.52,4292.53,4740.53,5154.07,5739.93,3071.57,516.18
2023,可隆-电商,其他,171,313,80,477,618,386,144502.25,618,564,333.56,81.18,179.32,232.08,280.79,333.56,386.32,435.03,504.03,243.81,35.33
2023,可隆-电商,卫衣,2118,2384,727,4797,8942,4100,7447227.87,8942,5229,1158.91,370.04,455.83,696.36,918.38,1158.91,1399.44,1621.47,1936.01,808.15,110.84
2023,可隆-电商,抓绒夹克,737,873,208,1528,3213,2011,3452563.3,3213,1818,1518.34,227.06,1086.92,1234.51,1370.75,1518.34,1665.93,1802.17,1995.17,1064.52,185.71
2023,可隆-电商,棉服,1446,810,512,2256,4604,2129,9145030.64,4604,2768,3106.58,606.3,1954.61,2348.71,2712.49,3106.58,3500.68,3864.46,4379.81,1924.34,241.67
2023,可隆-电商,短袖T恤,1474,1462,427,3366,5199,2114,2245195.74,5199,3363,657.8,170.98,332.95,444.08,546.67,657.8,768.94,871.52,1016.85,470.82,121.71
2023,可隆-电商,短裤,993,861,288,2015,2444,1323,1471295.19,2444,2142,784.79,204.32,396.59,529.39,651.98,784.79,917.59,1040.18,1213.85,612.82,112.78
2023,可隆-电商,羽绒服,1988,1172,302,2841,5002,3451,15970903.23,5002,3462,4178.54,1094.87,2098.28,2809.95,3466.87,4178.54,4890.21,5547.13,6477.77,3305.0,814.67
2023,可隆-电商,衬衫,969,1088,283,1718,3700,2760,2474552.83,3700,2340,1023.9,147.86,742.97,839.08,927.8,1023.9,1120.01,1208.73,1334.41,716.99,166.77
2023,可隆-电商,软壳夹克,1560,1555,226,2603,4857,2257,10701270.8,4857,3341,2974.77,666.54,1708.35,2141.6,2541.52,2974.77,3408.02,3807.94,4374.49,2320.21,398.38
2023,可隆-电商,连衣裙,304,453,23,648,1323,614,1589881.07,1323,780,1560.2,498.4,613.25,937.21,1236.24,1560.2,1884.16,2183.2,2606.83,1110.54,195.08
2023,可隆-电商,配件,1355,1205,253,2360,4928,3399,1547708.26,4928,2813,450.58,71.94,313.89,360.65,403.82,450.58,497.35,540.52,601.67,318.67,70.0
2023,可隆-电商,针织夹克,766,1164,207,1770,3523,2468,3975610.47,3523,2137,1443.03,351.61,774.98,1003.53,1214.49,1443.03,1671.58,1882.54,2181.41,1164.39,196.26
2023,可隆-电商,长袖T恤,1440,3052,407,4761,7961,4052,4672043.75,7961,4899,905.34,201.78,521.97,653.13,774.19,905.34,1036.5,1157.56,1329.07,618.21,87.11
2023,可隆-电商,长裤,3084,3092,710,5353,9148,4240,7513383.64,9148,6886,1233.06,228.62,798.69,947.29,1084.46,1233.06,1381.66,1518.83,1713.15,920.67,217.38
2023,可隆-电商,防水夹克,1530,3878,577,5798,11365,5076,19720114.25,11365,5985,3452.19,878.46,1783.11,2354.11,2881.19,3452.19,4023.19,4550.27,5296.96,1877.25,462.68
2023,可隆-电商,防风夹克,2090,1662,240,3386,6571,3115,10172449.86,6571,3992,2202.46,672.43,924.83,1361.91,1765.37,2202.46,2639.54,3043.0,3614.57,1638.75,253.04
2023,可隆-电商,鞋,1640,1835,513,3395,6610,2849,10411806.63,6610,3988,2245.42,515.13,1266.68,1601.51,1910.59,2245.42,2580.25,2889.33,3327.19,1627.32,385.3
2023,可隆-电商,马夹,890,676,143,1576,2402,1513,2797129.6,2402,1709,1955.31,620.98,775.45,1179.09,1551.68,1955.31,2358.95,2731.54,3259.37,1193.05,267.57
2023,可隆-既下山,POLO,297,893,219,1290,2536,1652,1866070.32,2536,1409,937.83,206.09,546.26,680.22,803.87,937.83,1071.78,1195.43,1370.61,671.57,117.61
2023,可隆-既下山,三合一夹克,365,494,105,854,1536,864,4281511.69,1536,964,4213.01,1246.67,1844.33,2654.66,3402.67,4213.01,5023.34,5771.35,6831.02,2680.0,331.31
2023,可隆-既下山,其他,93,200,31,281,527,341,91807.13,527,324,287.09,57.96,176.96,214.64,249.41,287.09,324.76,359.53,408.8,185.21,44.92
2023,可隆-既下山,卫衣,588,726,251,1583,2674,1630,1656817.81,2674,1565,1116.71,181.6,771.68,889.72,998.68,1116.71,1234.75,1343.71,1498.07,656.5,122.38
2023,可隆-既下山,抓绒夹克,358,179,114,683,951,403,1080958.49,951,651,1597.64,510.87,626.99,959.05,1265.57,1597.64,1929.7,2236.22,2670.46,1140.09,190.54
2023,可隆-既下山,棉服,265,443,51,617,1300,907,2520853.89,1300,759,2756.6,554.47,1703.1,2063.51,2396.19,2756.6,3117.01,3449.69,3920.99,1888.37,239.4
2023,可隆-既下山,短袖T恤,703,840,281,1672,2559,971,1319696.53,2559,1824,716.32,220.18,297.98,441.09,573.2,716.32,859.44,991.55,1178.7,521.47,68.66
2023,可隆-既下山,短裤,318,349,40,637,1377,969,713869.15,1377,707,773.8,128.14,530.34,613.63,690.51,773.8,857.08,933.96,1042.88,542.36,143.2
2023,可隆-既下山,羽绒服,358,843,144,1150,2002,1345,6620076.3,2002,1345,4080.08,616.85,2908.07,3309.02,3679.13,4080.08,4481.03,4851.14,5375.46,3094.28,499.11
2023,可隆-既下山,衬衫,269,557,77,650,1596,1143,1202501.6,1596,903,1086.58,198.26,709.89,838.76,957.71,1086.58,1215.45,1334.41,1502.93,785.52,194.84
2023,可隆-既下山,软壳夹克,820,912,161,1727,3160,2098,4258420.56,3160,1893,2453.96,431.77,1633.58,1914.24,2173.3,2453.96,2734.61,2993.67,3360.68,1351.2,186.42
2023,可隆-既下山,连衣裙,100,97,37,254,427,261,541332.42,427,234,1552.93,427.94,739.85,1018.01,1274.77,1552.93,1831.09,2087.85,2451.6,1243.68,280.13
2023,可隆-既下山,配件,246,480,34,733,1340,598,523462.3,1340,760,504.36,123.58,269.55,349.88,424.03,504.36,584.69,658.84,763.89,392.45,109.35
2023,可隆-既下山,针织夹克,358,515,109,831,1692,799,2246915.1,1692,982,1664.87,274.65,1143.03,1321.56,1486.35,1664.87,1843.39,2008.18,2241.63,1276.69,213.11
2023,可隆-既下山,长袖T恤,242,708,201,887,1601,683,1178858.46,1601,1151,899.76,154.21,606.76,706.99,799.52,899.76,999.99,1092.52,1223.6,721.21,92.14
2023,可隆-既下山,长裤,392,789,297,1212,2463,963,2158594.94,2463,1478,1187.16,228.78,752.48,901.19,1038.46,1187.16,1335.87,1473.14,1667.61,854.65,119.33
2023,可隆-既下山,防水夹克,883,1457,199,2258,2812,1229,6546565.39,2812,2539,3165.22,493.25,2228.05,2548.66,2844.61,3165.22,3485.83,3781.78,4201.04,2235.88,437.85
2023,可隆-既下山,防风夹克,629,660,176,1227,2039,784,3820861.83,2039,1465,2423.0,516.68,1441.31,1777.15,2087.16,2423.0,2758.84,3068.85,3508.03,1843.69,318.04
2023,可隆-既下山,鞋,458,665,79,1083,1829,910,3067165.77,1829,1202,2281.87,383.07,1554.04,1803.03,2032.87,2281.87,2530.86,2760.71,3086.32,1727.16,452.01
2023,可隆-既下山,马夹,310,320,35,557,1240,809,1477520.66,1240,665,1769.94,521.68,778.73,1117.83,1430.84,1769.94,2109.03,2422.04,2865.47,1274.66,230.84
2023,可隆-西北,POLO,456,614,62,1238,1853,658,969859.79,1853,1132,908.64,290.32,357.02,545.73,719.93,908.64,1097.35,1271.54,1518.32,509.62,89.72
2023,可隆-西北,三合一夹克,486,535,161,1044,1713,1004,7138727.19,1713,1182,5001.99,759.05,3559.79,4053.18,4508.61,5001.99,5495.38,5950.81,6596.0,4002.88,528.33
2023,可隆-西北,其他,182,156,54,313,494,233,116122.13,494,392,349.6,63.81,228.35,269.83,308.12,349.6,391.07,429.36,483.6,218.38,36.56
2023,可隆-西北,卫衣,575,1303,234,1732,2904,1896,2310701.48,2904,2112,1089.38,312.42,495.77,698.85,886.3,1089.38,1292.46,1479.91,1745.47,776.15,191.63
2023,可隆-西北,抓绒夹克,486,625,167,880,2097,746,2094485.02,2097,1278,1336.16,373.51,626.48,869.27,1093.37,1336.16,1578.94,1803.05,2120.53,996.91,204.92
2023,可隆-西北,棉服,386,605,137,983,1368,940,3040883.6,1368,1128,3192.79,765.79,1737.79,2235.55,2695.02,3192.79,3690.55,4150.02,4800.94,2278.09,280.75
2023,可隆-西北,短袖T恤,979,834,358,1912,3444,2059,2040989.66,3444,2171,780.56,224.45,354.1,500.0,634.67,780.56,926.46,1061.13,1251.91,596.59,71.88
2023,可隆-西北,短裤,502,308,125,764,1415,862,627508.88,1415,935,775.99,235.13,329.24,482.07,623.15,775.99,928.82,1069.9,1269.77,422.98,69.61
2023,可隆-西北,羽绒服,792,1189,227,1777,2759,1564,6726667.72,2759,2208,3343.87,914.56,1606.2,2200.66,2749.4,3343.87,3938.33,4487.07,5264.45,2670.03,424.12
2023,可隆-西北,衬衫,600,950,287,1380,3135,1129,2784178.58,3135,1837,1004.86,153.4,713.4,813.11,905.15,1004.86,1104.57,1196.61,1327.0,836.67,102.84
2023,可隆-西北,软壳夹克,935,1510,282,1948,3958,2080,6996945.82,3958,2727,2440.86,628.79,1246.16,1654.87,2032.15,2440.86,2849.58,3226.86,3761.33,1731.96,307.41
2023,可隆-西北,连衣裙,69,75,24,146,231,119,199740.67,231,168,1512.01,436.08,683.46,966.91,1228.56,1512.01,1795.46,2057.1,2427.77,911.49,170.76
